# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.999280e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.069448e+00   1.030088e-02   5.581859e+00   3.844350e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.999280e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.069448e+00   1.030088e-02   5.581859e+00   3.844350e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.999280e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.069448e+00   1.030088e-02   5.581859e+00   3.440033e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   1.499640e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   1.534724e+00   1.030088e-02   5.581859e+00   4.867536e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   5.998559e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   6.138895e+00   1.030088e-02   5.581859e+00   2.252155e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.999280e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.069448e+00   1.030088e-02   5.581859e+00   3.936707e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.999280e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.069448e+00   1.030088e-02   5.581859e+00   4.031317e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.999280e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.069448e+00   1.030088e-02   5.581859e+00   3.438664e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   9.997598e-01   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   1.023149e+00   1.030088e-02   5.581859e+00   5.818346e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   7.498199e-01   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   7.673619e-01   1.030088e-02   5.581859e+00   6.523738e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   3.749099e-01   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.836810e-01   1.030088e-02   5.581859e+00   8.128179e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.499400e-01   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   2.557873e-01   1.030088e-02   5.581859e+00   8.812132e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   8.997839e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   9.208343e+00   1.030088e-02   5.581859e+00   1.724239e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   1.799568e+01   9.900990e-03   5.696651e+00   0.000000e+00   3.120461e-01
      1   1.837068e+01   1.025680e-02   5.594172e+00   8.450832e-11   3.120461e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   4.498919e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   4.604171e+00   1.030088e-02   5.581859e+00   2.733257e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.999280e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.069448e+00   1.030088e-02   5.581859e+00   4.262657e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.999280e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.069448e+00   1.030088e-02   5.581859e+00   3.193124e-10   3.120460e-01
# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   2.999280e+00   9.900990e-03   5.696651e+00   0.000000e+00   3.120460e-01
      1   3.069448e+00   1.030088e-02   5.581859e+00   3.069960e-10   3.120460e-01
